"age","sexe","nivetud","occup","qualif","freres.soeurs","clso","relig","trav.imp","trav.satisf","hard.rock","lecture.bd","peche.chasse","cuisine","bricol","cinema","sport","heures.tv","age_group"
23,"Homme","Supérieur & tech","Exerce une profession","Employe",0,"Non","Appartenance sans pratique","Aussi important que le reste","Satisfaction","Non","Non","Oui","Oui","Non","Oui","Oui",0.1,"18-24"
29,"Homme","Techno/Pro court","Exerce une profession","Profession intermediaire",1,"Non","Pratiquant occasionnel","Aussi important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Non","Oui",3,"25-34"
28,"Homme","2eme cycle","Exerce une profession","Employe",8,"Oui","Ni croyance ni appartenance","Aussi important que le reste","Insatisfaction","Non","Non","Non","Non","Non","Non","Non",0.4,"25-34"
36,"Femme","Supérieur & tech","Exerce une profession","Employe",1,"Non","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Oui","Non","Oui","Oui","Oui","Non",2,"35-49"
79,"Femme","Techno/Pro court","Retraite","Ouvrier specialise",9,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",4,"65+"
45,"Femme","Supérieur & tech","Chomeur","Employe",4,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Oui",1,"35-49"
39,"Homme",NA,"Exerce une profession","Employe",6,"Non","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Non","Oui",3,"35-49"
45,"Femme","2eme cycle","Exerce une profession","Employe",6,"Oui","Ni croyance ni appartenance","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Non",2,"35-49"
26,"Homme","Techno/Pro court","Chomeur","Ouvrier specialise",3,"Oui","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Oui","Oui","Oui",0,"25-34"
70,"Femme","< Etudes primaires","Autre inactif","Employe",11,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",2,"65+"
29,"Homme","Supérieur & tech","Exerce une profession",NA,1,"Non","Ni croyance ni appartenance","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Oui","Oui",0,"25-34"
50,"Femme","Techno/Pro court","Exerce une profession","Autre",1,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Oui","Non",2,"50-64"
44,"Homme","1er cycle","Exerce une profession","Ouvrier specialise",5,"Oui","Ni croyance ni appartenance","Aussi important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Non","Non",5,"35-49"
78,"Femme","Supérieur & tech","Retraite","Cadre",0,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Oui","Non",2,"65+"
52,"Femme","Techno/Pro court","Exerce une profession","Employe",4,"Non","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Non","Non",2,"50-64"
78,"Femme","Primaires","Au foyer","Ouvrier qualifie",1,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",8,"65+"
32,"Homme","1er cycle","Exerce une profession","Ouvrier qualifie",3,"Oui","Pratiquant occasionnel","Aussi important que le reste","Satisfaction","Non","Non","Oui","Non","Oui","Oui","Oui",2,"25-34"
54,"Homme","2eme cycle","Exerce une profession","Profession intermediaire",3,"Non","Ni croyance ni appartenance","Peu important","Equilibre","Non","Non","Non","Non","Oui","Non","Oui",3,"50-64"
30,"Homme","Supérieur & tech","Exerce une profession","Employe",6,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Oui","Non",1,"25-34"
41,"Femme","Supérieur & tech","Exerce une profession","Cadre",1,"Non","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Non","Oui",0,"35-49"
27,"Homme","Supérieur & tech","Exerce une profession","Cadre",1,"Oui","Appartenance sans pratique","Aussi important que le reste","Satisfaction","Non","Non","Oui","Non","Non","Oui","Oui",2,"25-34"
54,"Femme","Techno/Pro court","Au foyer","Ouvrier specialise",3,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",1,"50-64"
54,"Homme","Primaires","Chomeur","Cadre",7,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",4,"50-64"
48,"Homme","1er cycle","Exerce une profession","Profession intermediaire",2,"Non","Pratiquant occasionnel","Moins important que le reste","Insatisfaction","Non","Non","Oui","Oui","Non","Oui","Non",2,"35-49"
26,"Femme","Supérieur & tech","Exerce une profession","Employe",1,"Oui","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Oui","Non",2,"25-34"
29,"Femme","Supérieur & tech","Exerce une profession","Profession intermediaire",4,"Non","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Non","Oui",3,"25-34"
61,"Homme","Supérieur & tech","Retraite","Cadre",5,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Oui","Oui","Oui",2,"50-64"
53,"Femme","Techno/Pro court","Exerce une profession",NA,5,"Non","Ni croyance ni appartenance","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Non","Non",3,"50-64"
67,"Homme","Primaires","Retraite","Ouvrier qualifie",1,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",3,"65+"
52,"Femme","Primaires","Exerce une profession","Employe",9,"Non","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Non","Non",1,"50-64"
64,"Homme","Primaires","Retraite","Ouvrier qualifie",3,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Oui","Non","Non","Non","Oui",3,"50-64"
82,"Femme","Techno/Pro court","Retraite","Ouvrier qualifie",4,"Ne sait pas","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",4,"65+"
74,"Homme","Techno/Pro court","Retraite","Employe",0,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",4,"65+"
36,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",4,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Oui",1,"35-49"
30,"Homme","2eme cycle","Exerce une profession","Employe",4,"Oui","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Oui","Non",2,"25-34"
22,"Homme",NA,"Etudiant, eleve",NA,1,"Oui","Rejet",NA,NA,"Non","Non","Non","Non","Non","Oui","Oui",3,"18-24"
70,"Homme","2eme cycle","Retraite","Profession intermediaire",5,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Oui","Oui",3,"65+"
39,"Femme","Techno/Pro court","Exerce une profession","Employe",5,"Oui","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Non",4,"35-49"
34,"Femme","Techno/Pro long","Exerce une profession","Employe",0,"Non","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Oui",3,"25-34"
77,"Homme","Primaires","Retraite",NA,0,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Non","Non",2,"65+"
18,"Femme",NA,"Exerce une profession","Ouvrier specialise",2,"Non","Ni croyance ni appartenance","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Oui","Oui",2,"18-24"
47,"Homme","Supérieur & tech","Exerce une profession","Cadre",1,"Oui","Ni croyance ni appartenance","Aussi important que le reste","Satisfaction","Non","Non","Non","Non","Non","Oui","Non",2,"35-49"
38,"Femme","Supérieur & tech","Exerce une profession","Employe",0,"Oui","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Oui","Non",2,"35-49"
34,"Femme","1er cycle","Exerce une profession","Employe",22,"Oui","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Oui","Non",2,"25-34"
55,"Homme","Techno/Pro court","Exerce une profession",NA,3,"Oui","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Oui","Oui","Oui","Non","Non",2,"50-64"
39,"Femme","Techno/Pro court","Au foyer","Employe",2,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Non","Non",3,"35-49"
81,"Homme","1er cycle","Retraite","Profession intermediaire",0,"Oui","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",3,"65+"
19,"Homme","Techno/Pro court","Chomeur","Employe",2,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Oui","Oui",4,"18-24"
20,"Homme",NA,"Etudiant, eleve","Ouvrier qualifie",1,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Oui","Non","Oui",1,"18-24"
39,"Homme","Supérieur & tech","Exerce une profession","Cadre",0,"Oui","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Oui","Non","Non","Non","Oui",2,"35-49"
34,"Femme","Supérieur & tech","Au foyer","Autre",1,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Oui","Oui","Oui",2,"25-34"
53,"Femme","2eme cycle","Chomeur","Employe",2,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Oui","Non",1,"50-64"
47,"Femme","Primaires","Chomeur","Employe",4,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",3,"35-49"
56,"Homme","Techno/Pro long","Exerce une profession","Profession intermediaire",0,"Oui","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Non","Oui",2,"50-64"
75,"Femme","2eme cycle","Retraite","Technicien",1,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",2,"65+"
74,"Homme","2eme cycle","Retraite","Cadre",1,"Non","Rejet",NA,NA,"Non","Non","Non","Non","Non","Non","Non",5,"65+"
53,"Femme","Supérieur & tech","Exerce une profession","Cadre",1,"Oui","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Oui","Oui",2,"50-64"
57,"Femme","Primaires","Au foyer","Ouvrier qualifie",12,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Oui","Non","Oui",4,"50-64"
37,"Femme","Techno/Pro court","Exerce une profession","Employe",2,"Oui","Ni croyance ni appartenance","Moins important que le reste","Insatisfaction","Non","Non","Non","Non","Non","Oui","Oui",0,"35-49"
25,"Homme",NA,"Exerce une profession","Employe",5,"Oui","Pratiquant regulier","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Oui",2,"25-34"
22,"Homme","Techno/Pro court","Chomeur","Ouvrier specialise",1,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Oui","Oui","Oui",2,"18-24"
62,"Homme","< Etudes primaires","Retraite","Ouvrier qualifie",4,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",10,"50-64"
56,"Femme","1er cycle","Au foyer",NA,2,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",3,"50-64"
54,"Femme","1er cycle","Autre inactif","Ouvrier specialise",5,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Non",2,"50-64"
46,"Femme","1er cycle","Chomeur","Employe",3,"Oui","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",2,"35-49"
34,"Femme","Supérieur & tech","Exerce une profession","Technicien",4,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Oui",0,"25-34"
57,"Femme","1er cycle","Au foyer","Ouvrier qualifie",2,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Oui","Oui","Non",0,"50-64"
21,"Homme",NA,"Etudiant, eleve",NA,2,"Oui","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Non","Oui","Oui",2.9,"18-24"
68,"Homme","Supérieur & tech","Retraite","Cadre",3,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Oui","Non",1,"65+"
27,"Femme","Supérieur & tech","Exerce une profession","Autre",0,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Non",0.1,"25-34"
48,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",3,"Oui","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Oui","Non",3,"35-49"
37,"Femme","Supérieur & tech","Exerce une profession","Employe",2,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Oui","Non",4,"35-49"
48,"Homme","Techno/Pro court","Exerce une profession","Technicien",2,"Non","Ni croyance ni appartenance","Aussi important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Non",0,"35-49"
72,"Femme","< Etudes primaires","Au foyer",NA,2,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",2,"65+"
19,"Homme",NA,"Etudiant, eleve",NA,2,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Oui","Non","Oui","Oui",1,"18-24"
60,"Femme","Techno/Pro long","Exerce une profession","Employe",0,"Non","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Non",3,"50-64"
71,"Homme","Primaires","Retraite","Ouvrier qualifie",1,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",3,"65+"
31,"Homme","1er cycle","Exerce une profession","Employe",6,"Ne sait pas","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Non",4,"25-34"
33,"Homme","Techno/Pro court","Exerce une profession",NA,2,"Non","Ni croyance ni appartenance","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Oui","Oui",2,"25-34"
73,"Femme","Techno/Pro court","Retraite","Employe",1,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Oui","Oui","Non",2,"65+"
21,"Homme",NA,"Etudiant, eleve",NA,3,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Oui",1.4,"18-24"
23,"Homme","Techno/Pro long","Exerce une profession","Ouvrier qualifie",2,"Oui","Ni croyance ni appartenance","Aussi important que le reste","Insatisfaction","Non","Non","Oui","Oui","Oui","Oui","Oui",6,"18-24"
52,"Femme","Techno/Pro court","Exerce une profession","Ouvrier specialise",1,"Non","Pratiquant regulier","Peu important","Insatisfaction","Non","Non","Non","Oui","Non","Oui","Oui",3,"50-64"
57,"Homme","< Etudes primaires","Exerce une profession","Employe",7,"Oui","Rejet","Moins important que le reste","Insatisfaction","Non","Non","Non","Oui","Oui","Non","Oui",4,"50-64"
64,"Femme","Primaires","Retraite","Employe",4,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",8,"50-64"
21,"Homme",NA,"Etudiant, eleve",NA,2,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Oui","Oui","Oui","Oui","Oui",2,"18-24"
23,"Homme","Techno/Pro court","Exerce une profession","Ouvrier specialise",4,"Non","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Non","Non",0,"18-24"
25,"Femme",NA,"Exerce une profession","Autre",1,"Non","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Oui","Oui",2,"25-34"
27,"Femme","Supérieur & tech","Exerce une profession","Employe",1,"Non","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Oui","Non","Oui","Oui","Oui","Oui",2,"25-34"
44,"Femme","Techno/Pro court","Exerce une profession","Employe",2,"Non","Ni croyance ni appartenance","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Oui","Non",3,"35-49"
42,"Femme","Techno/Pro court","Exerce une profession","Employe",5,"Oui","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Oui","Non",2,"35-49"
30,"Homme","Supérieur & tech","Exerce une profession","Technicien",1,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Oui","Oui",1,"25-34"
41,"Homme","Supérieur & tech","Exerce une profession","Employe",2,"Non","Appartenance sans pratique","Moins important que le reste","Insatisfaction","Non","Non","Non","Oui","Oui","Oui","Oui",3,"35-49"
40,"Femme","Supérieur & tech","Exerce une profession","Cadre",1,"Oui","Ni croyance ni appartenance","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Oui",3,"35-49"
41,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",5,"Oui","Appartenance sans pratique","Moins important que le reste","Insatisfaction","Non","Non","Non","Non","Oui","Oui","Oui",4,"35-49"
40,"Femme","Techno/Pro court","Exerce une profession","Employe",2,"Oui","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Non","Non",4,"35-49"
39,"Homme","Supérieur & tech","Exerce une profession","Cadre",2,"Non","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Oui","Oui",1,"35-49"
48,"Femme","Techno/Pro court","Exerce une profession","Employe",3,"Non","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Oui","Non","Non","Oui","Non",2,"35-49"
52,"Femme","1er cycle","Exerce une profession","Ouvrier specialise",4,"Non","Rejet","Peu important","Equilibre","Non","Non","Non","Oui","Non","Non","Non",3,"50-64"
50,"Femme","2eme cycle","Exerce une profession","Autre",4,"Non","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Non","Oui",0.6,"50-64"
21,"Homme",NA,"Etudiant, eleve",NA,1,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Oui","Oui",2,"18-24"
20,"Homme","2eme cycle","Exerce une profession","Ouvrier specialise",5,"Oui","Pratiquant regulier","Moins important que le reste","Insatisfaction","Non","Non","Non","Oui","Oui","Oui","Oui",2,"18-24"
53,"Homme","Supérieur & tech","Exerce une profession","Cadre",3,"Oui","Ni croyance ni appartenance","Aussi important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Non","Oui",0,"50-64"
61,"Homme","Supérieur & tech","Retraite","Cadre",2,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Oui","Non","Non","Oui","Oui",4,"50-64"
88,"Femme","< Etudes primaires","Retraite","Employe",4,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",2,"65+"
23,"Femme","Supérieur & tech","Exerce une profession","Employe",2,"Non","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Oui","Non","Non","Oui","Non","Non","Non",3,"18-24"
86,"Femme","1er cycle","Au foyer","Cadre",0,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Non","Non",3,"65+"
74,"Femme","< Etudes primaires","Retraite","Employe",3,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",3,"65+"
69,"Homme","Techno/Pro court","Retire des affaires",NA,2,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",3,"65+"
44,"Femme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",1,"Oui","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Oui","Non",0,"35-49"
35,"Homme","Techno/Pro long","Exerce une profession","Cadre",3,"Non","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Oui","Oui",2,"35-49"
73,"Homme","Supérieur & tech","Retraite","Cadre",4,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Oui","Non","Oui",2,"65+"
39,"Homme","Supérieur & tech","Exerce une profession","Profession intermediaire",1,"Oui","NSP ou NVPR","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Non",1.7,"35-49"
48,"Femme","Supérieur & tech","Exerce une profession","Profession intermediaire",4,"Non","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Oui","Non","Non","Non","Oui","Oui",1,"35-49"
42,"Femme","Supérieur & tech","Exerce une profession","Cadre",2,"Oui","Appartenance sans pratique","Aussi important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Oui","Non",0,"35-49"
56,"Femme","Techno/Pro court","Exerce une profession","Employe",3,"Oui","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Non","Oui",3,"50-64"
40,"Homme","2eme cycle","Exerce une profession","Employe",1,"Non","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Oui","Non",2,"35-49"
40,"Femme","1er cycle","Exerce une profession","Employe",9,"Non","Pratiquant regulier","Aussi important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Non",1,"35-49"
58,"Homme","Supérieur & tech","Exerce une profession","Cadre",2,"Oui","Rejet","Moins important que le reste","Satisfaction","Non","Non","Oui","Oui","Oui","Oui","Oui",1,"50-64"
80,"Homme","< Etudes primaires","Retraite",NA,2,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",0,"65+"
76,"Homme","N'a jamais fait d'etudes","Retraite","Ouvrier specialise",7,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Non",3,"65+"
63,"Homme",NA,"Retraite","Autre",1,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Non","Oui",1,"50-64"
43,"Homme","Supérieur & tech","Exerce une profession","Cadre",2,"Oui","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Oui","Non",3,"35-49"
74,"Femme","Primaires","Retire des affaires",NA,1,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",3,"65+"
55,"Homme","< Etudes primaires","Autre inactif","Profession intermediaire",3,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Oui","Oui","Non","Non","Non",10,"50-64"
35,"Femme","Techno/Pro court","Au foyer","Employe",2,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Non","Non","Non",10,"35-49"
40,"Femme","Supérieur & tech","Chomeur","Employe",1,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Oui","Oui","Oui",0,"35-49"
51,"Femme","Techno/Pro court","Exerce une profession","Employe",4,"Oui","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Non","Non",4,"50-64"
67,"Femme","1er cycle","Retraite","Cadre",0,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Non","Non",5,"65+"
19,"Homme",NA,"Etudiant, eleve",NA,0,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Non","Oui","Oui",0.3,"18-24"
27,"Homme","Supérieur & tech","Exerce une profession","Ouvrier specialise",2,"Non","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Non",2,"25-34"
89,"Homme","Primaires","Retire des affaires",NA,6,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",3,"65+"
62,"Homme","Supérieur & tech","Retraite","Cadre",1,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Non","Non",2,"50-64"
45,"Homme","Techno/Pro court","Exerce une profession","Profession intermediaire",4,"Oui","Appartenance sans pratique","Aussi important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Oui",1,"35-49"
33,"Femme","Techno/Pro court","Exerce une profession","Employe",4,"Non","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Non","Oui",0.7,"25-34"
37,"Homme","Supérieur & tech","Exerce une profession","Cadre",2,"Non","Ni croyance ni appartenance","Aussi important que le reste","Insatisfaction","Non","Oui","Non","Oui","Oui","Oui","Oui",1,"35-49"
26,"Femme","1er cycle","Exerce une profession","Employe",4,"Non","Ni croyance ni appartenance","Moins important que le reste","Insatisfaction","Non","Non","Non","Non","Oui","Oui","Non",1,"25-34"
74,"Femme","Primaires","Retraite","Employe",0,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",5,"65+"
59,"Homme","Techno/Pro court","Chomeur","Profession intermediaire",5,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",4,"50-64"
47,"Femme","Supérieur & tech","Exerce une profession","Cadre",1,"Oui","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Oui","Non",1,"35-49"
54,"Femme","Primaires","Exerce une profession","Ouvrier specialise",6,"Non","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Non","Non",2,"50-64"
36,"Homme","Supérieur & tech","Exerce une profession","Cadre",2,"Oui","Ni croyance ni appartenance","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Oui","Oui",2,"35-49"
28,"Femme","Techno/Pro court","Exerce une profession","Employe",2,"Non","Ni croyance ni appartenance","Aussi important que le reste","Equilibre","Non","Non","Non","Oui","Non","Non","Non",3,"25-34"
30,"Femme","Techno/Pro court","Au foyer","Employe",3,"Non","NSP ou NVPR",NA,NA,"Non","Non","Non","Oui","Oui","Oui","Oui",2,"25-34"
60,"Homme","Supérieur & tech","Exerce une profession","Cadre",3,"Oui","Pratiquant regulier","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Oui",0.9,"50-64"
43,"Femme","Techno/Pro long","Exerce une profession","Technicien",1,"Non","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Non","Non",0,"35-49"
44,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",2,"Non","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Oui","Non",0.3,"35-49"
80,"Femme","2eme cycle","Retraite","Cadre",2,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Non","Non","Non",0,"65+"
47,"Femme","1er cycle","Chomeur","Employe",1,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Non",0,"35-49"
35,"Femme","Techno/Pro long","Exerce une profession","Employe",6,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Oui","Non",3,"35-49"
23,"Femme","1er cycle","Chomeur","Employe",6,"Non","Ni croyance ni appartenance",NA,NA,"Oui","Non","Non","Non","Non","Oui","Non",4,"18-24"
55,"Homme","2eme cycle","Exerce une profession","Employe",9,"Oui","Rejet","Aussi important que le reste","Satisfaction","Non","Non","Oui","Non","Oui","Non","Non",2,"50-64"
66,"Femme","Primaires","Retraite","Employe",3,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",4,"65+"
39,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",5,"Non","Ni croyance ni appartenance","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Non","Oui",1,"35-49"
49,"Femme","Supérieur & tech","Exerce une profession","Cadre",4,"Oui","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Oui","Non",1,"35-49"
62,"Homme","Supérieur & tech","Retraite","Cadre",3,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Oui","Non","Non","Non","Non",4,"50-64"
26,"Femme","Supérieur & tech","Au foyer","Employe",5,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",7,"25-34"
